id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
42044769,Standard Queen Bedroom,310731324,Hotel Des Arts,,Financial District,37.78989,-122.40587,Private room,160,1,15,2022-06-19,0.77,7,353,12,License not needed per OSTR
41545799,Residential Standard Double Room with Shared Bathroom,310732156,1906 Mission,,Mission,37.76533,-122.41971,Private room,106,1,30,2022-07-29,0.96,4,363,19,License not needed per OSTR
40848401,"Charming 2/2, High Walk Score, Central Richmond SF",988375,Jennifer,,Inner Richmond,37.78479,-122.46473,Entire home/apt,176,30,4,2022-08-19,0.31,13,24,3,
42069436,3 Jackson square. Columbus ave private 2 bedrooms.,204441,Gary,,Financial District,37.79723,-122.40524,Entire home/apt,103,30,1,2022-04-22,0.22,8,151,1,
40867674,Top floor flat private bed/bath in Excelsior,20859407,Doris,,Excelsior,37.7202,-122.43708,Private room,85,30,3,2022-07-23,0.36,4,102,3,
41545815,Standard Queen with Shared Bathroom,310732156,1906 Mission,,Mission,37.76682,-122.42117,Private room,156,1,74,2022-07-30,2.33,4,334,5,License not needed per OSTR
42071942,Ocean Beach Sunset Loft,140099678,Kate,,Outer Sunset,37.76349,-122.49987,Private room,75,30,1,2022-08-03,0.83,1,89,1,
41560862,Great Hayes Valley Studio (#8),3977854,Michael,,Western Addition,37.77802,-122.42431,Entire home/apt,100,30,11,2022-09-05,0.40,6,304,5,
40890971,Mission micro unit by BART Mission/24th station,151524034,Marc,,Mission,37.75216,-122.41646,Entire home/apt,70,30,8,2022-05-31,0.35,2,154,4,
42073272,Page Street Retreat 30+ days,13112056,Fiona,,Haight Ashbury,37.76993,-122.44894,Entire home/apt,85,30,7,2022-07-28,0.33,1,190,4,
40901620,Marriott Pulse SF for JP Morgan Conf. (2 Queens)-C,12007429,Zhuo,,North Beach,37.80495,-122.41052,Private room,600,1,0,,,4,0,0,License not needed per OSTR
40903041,GOLDEN GATE RETREAT - A MODERN & CONVENIENT GEM,316202062,KeyOpp,,Inner Richmond,37.78192901611328,-122.47161865234375,Entire home/apt,350,30,15,2022-03-27,0.47,4,0,3,City registration pending
40914346,Cozy spacious 2 bedroom 2 bathroom house available,29335048,Derek,,Lakeshore,37.73178,-122.48923,Entire home/apt,159,30,1,2019-12-20,0.03,1,0,0,
41568943,Kyoko's AirBnb studio,280708996,Kyoko,,Outer Mission,37.71482,-122.44424,Private room,89,3,13,2022-09-06,0.41,1,175,5,STR-0004581
41569652,Private Studio king bed 24th ave & kirkham,327217707,Andie Qiaoneng,,Outer Sunset,37.76025,-122.48133,Private room,80,30,3,2021-09-06,0.18,4,285,0,City registration pending
42094030,2 Bedroom Home,92774,Giorgio,,Outer Mission,37.71768,-122.447,Entire home/apt,90,30,1,2021-05-30,0.06,1,0,0,
41570854,Private bedroom and bathroom/Golden Gate Park/UCSF,38755455,Steve,,Inner Sunset,37.75928,-122.47671,Private room,64,30,8,2022-08-21,0.38,4,148,5,
40917826,"Large, Sunny Space in Safe, Quiet Neighborhood",97161036,Jacob,,Outer Richmond,37.77483,-122.48046,Private room,60,30,0,,,2,274,0,
40937540,"SoMa 1BR w/ W/D, Gym, Roofdeck, nr. Muni & BART",107434423,Blueground,,South of Market,37.7805576,-122.40425879999998,Entire home/apt,227,31,1,2021-01-10,0.05,141,260,0,
42094210,Club Wyndham Canterbury at San Francisco,194953121,,,Nob Hill,37.79012,-122.4134,Entire home/apt,437,2,0,,,12,103,0,Exempt
40964556,"Roaring 20's two BR, seperate bath and living room",172043251,Peter,,Noe Valley,37.74647,-122.42513,Private room,185,3,2,2022-08-31,0.24,3,0,2,2022-006421STR
41571636,Donatello Hotel;,52178915,Jim,,Downtown/Civic Center,37.78889,-122.41131,Entire home/apt,162,2,21,2022-07-19,0.67,37,5,13,Exempt
42113128,Potrero Hill Home with a View - 2 Private Bedrooms,1093108,Mike,,Potrero Hill,37.75808,-122.39919,Private room,188,2,0,,,2,0,0,STR-0001806
41591955,Right in Union Square -Two Double Bed Studio Suite,70722023,Michael,,Downtown/Civic Center,37.78808,-122.41145,Entire home/apt,75,1,7,2022-05-27,0.23,63,0,5,License not needed per OSTR
40969883,Modern Pet-Friendly 1BR in SoMa w/ Gym,48005494,Zeus,,South of Market,37.77917,-122.40223,Entire home/apt,181,30,0,,,35,0,0,
42136964,Happy family Room C ( free noodle at POT& NOODLE ),277785826,Zheng,,Visitacion Valley,37.71343,-122.40124,Private room,85,1,2,2020-02-27,0.06,1,0,0,pending
40970526,Lovely Pet-Friendly 2BR in Russian Hill,48005494,Zeus,,Russian Hill,37.80023,-122.41734,Entire home/apt,208,30,2,2021-08-28,0.13,35,249,0,
41592902,Nice 3 bedrooms 3 baths home + Free onsite parking,9080666,Sandy,,Outer Mission,37.72667,-122.4335,Entire home/apt,139,30,2,2020-06-10,0.07,9,249,0,
42139985,Parking! Cozy Edwardian Condo in Mission/Dolores!,8997887,Chris,,Castro/Upper Market,37.76633,-122.4292,Entire home/apt,150,30,5,2022-08-16,0.25,1,324,2,
41593366,"Sophisticated Family Home near GG Park, UCSF",988375,Jennifer,,Inner Sunset,37.75284,-122.46719,Entire home/apt,325,3,18,2022-07-05,0.57,13,0,10,STR-0004642
41630017,Panoramic SF Skyline and Bay Views. CITY REOPENING,328362412,Ryan,,Chinatown,37.795,-122.4089,Entire home/apt,700,2,65,2022-08-21,2.06,1,174,28,STR-0004403
40973634,@ Marbella Lane - Cute getaway Suite with Privacy,301093475,Marbella,,Outer Mission,37.72164,-122.43873,Entire home/apt,175,3,26,2022-09-01,1.08,1,348,15,STR-0003606
40973842,Upscale 2BR 2BATH Apt in SOMA w/ parking,22058496,Ada,,South of Market,37.78088,-122.39452,Entire home/apt,197,30,38,2022-08-26,1.18,1,190,37,STR-0004018
42140976,Amazing SF Garden Studio,131802738,Doris,,Ocean View,37.72199,-122.45885,Entire home/apt,55,30,4,2022-08-05,0.14,2,215,3,
40984396,Registered Victorian 6 doors fr.  Zuckerbergs home,17018577,William,,Mission,37.75477,-122.42369,Private room,215,30,1,2020-01-23,0.03,1,365,0,STR-0002715
42152933,Discounted Fisherman's Wharf Hotel,262211596,Kevin,,North Beach,37.80473,-122.41624,Entire home/apt,3990,3,1,2020-02-28,0.03,6,0,0,License not needed per OSTR
41642201,"Cozy In-Law, Private Entrance",55424160,Gina,,Mission,37.74977,-122.40941,Entire home/apt,109,30,1,2022-03-05,0.16,1,317,1,
41685917,❤️🌻SF Modern 4BD/2BA/Laundry💯 NR freeway/SFO✈️❤️,226555948,Gi'Angelo,,Excelsior,37.72602,-122.40253,Entire home/apt,349,30,1,2020-03-28,0.03,25,0,0,
41690134,Wyndham Deluxe 1BR ApartHotel #1 - Walk to RSA!,5805679,Laurence,,Downtown/Civic Center,37.788,-122.41391,Entire home/apt,699,3,2,2022-06-09,0.06,20,0,1,Exempt
42154834,Private 2 bedrooms Columbus. Montgomery Financial.,204441,Gary,,Chinatown,37.79555,-122.40567,Entire home/apt,125,30,4,2022-08-21,0.26,8,214,2,
40984912,Bright and modern studio with great view,141601409,Joan,,Bernal Heights,37.74613,-122.41079,Entire home/apt,225,30,11,2022-07-01,0.34,1,2,4,
42157054,"Dream Catcher Cottage 🕸Quiet, Cozy, Monthly Stay",25607186,Savvy Travels,,Noe Valley,37.75525,-122.43883,Entire home/apt,165,30,7,2022-02-19,0.24,4,0,3,
40990757,A comfortable home in SF.(all private),57068872,Echo,,Visitacion Valley,37.71115,-122.40006,Entire home/apt,75,30,4,2022-06-15,0.53,3,149,4,
41691063,Wyndham Deluxe 1BR ApartHotel #2 - Walk to RSA!,5805679,Laurence,,Downtown/Civic Center,37.78829,-122.41393,Entire home/apt,699,3,1,2020-02-27,0.03,20,0,0,Exempt
42161427,"3 Bedroom, 2 bath off Sunny Valencia Corridor.",9999808,Matthew,,Mission,37.7579,-122.41959,Entire home/apt,525,6,7,2021-12-26,0.46,2,321,2,City Registration Pending
41027260,SoMa 9 Residences Room 9 Private Bath,305345677,Noel,,South of Market,37.78117,-122.39533,Entire home/apt,169,5,27,2022-08-14,0.84,9,332,18,Exempt
42178642,SF-Pacific Heights-3-4BR + 3BA Stunning Victorian,334812277,Paula,,Pacific Heights,37.79109,-122.44214,Entire home/apt,495,30,0,,,1,297,0,
41084860,Gorgeous Garden apt near Golden Gate Park,172361613,Tim And Lisa,,Outer Richmond,37.77781,-122.48889,Entire home/apt,114,30,9,2022-07-11,0.30,1,16,4,
41106473,Lush Club Wyndham Canterbury at San Francisco,194953121,,,Nob Hill,37.79018,-122.41382,Entire home/apt,437,2,0,,,12,103,0,Exempt
41696765,Inn at the Opera''',52178915,Jim,,Downtown/Civic Center,37.77985,-122.42176,Entire home/apt,138,3,21,2022-06-02,0.67,37,6,19,Exempt
41698721,"Lower Nob Hill 2BR w/ Roofdeck, BBQ, W/D, nr. SFMH",107434423,Blueground,,Downtown/Civic Center,37.78753,-122.421312,Entire home/apt,270,31,1,2022-04-24,0.22,141,349,1,
41714021,Peaceful City View Private Room,2146719,Nikki,,Bayview,37.71991,-122.39374,Private room,44,30,5,2022-06-11,0.20,9,282,2,
42203080,SAN FRANCISCO Conventions Accommodations,85132,Sanford,,Financial District,37.79,-122.40584,Private room,391,2,0,,,15,361,0,License not needed per OSTR
41129584,Discounted Fisherman's Wharf Hotel,262211596,Kevin,,Russian Hill,37.80514,-122.41764,Private room,2490,3,1,2020-02-27,0.03,6,0,0,License not needed per OSTR
42205156,SAN FRANCISCO Downtown Conventions,85132,Sanford,,Financial District,37.78948,-122.40576,Private room,391,2,1,2022-06-09,0.33,15,359,1,License not needed per OSTR
41129756,Fisherman's Wharf Convention Hotel,262211596,Kevin,,North Beach,37.80546569824219,-122.41677856445312,Entire home/apt,4500,3,1,2020-02-27,0.03,6,0,0,License not needed per OSTR
41743568,4-star Union Square Hotel,262211596,Kevin,,Downtown/Civic Center,37.78706,-122.40944,Entire home/apt,3490,3,1,2021-10-24,0.09,6,5,1,License not needed per OSTR
41772614,"Private room+shared bath near BART, in Bernal Glen",1996629,Pablo,,Bernal Heights,37.73514,-122.42704,Private room,90,4,0,,,6,0,0,STR-0004764
42205587,Central SAN FRANCISCO Accommodations,85132,Sanford,,Chinatown,37.79087,-122.4059,Private room,391,2,1,2020-02-27,0.03,15,362,0,License not needed per OSTR
41129765,Discounted Fisherman's Wharf Hotel,262211596,Kevin,,North Beach,37.80638,-122.41572,Entire home/apt,2500,3,0,,,6,0,0,License not needed per OSTR
41129777,Discounted Fisherman's Wharf Hotel,262211596,Kevin,,North Beach,37.80649,-122.41703,Entire home/apt,2501,3,1,2020-02-27,0.03,6,0,0,License not needed per OSTR
41176203,Newley remodeled large Private Studio,211747814,Chris,,Excelsior,37.72259,-122.41366,Private room,175,30,0,,,1,0,0,
41176646,Awesome Nob Hill Studio (easy walk to financial),12703126,Jeff,,Chinatown,37.79227,-122.40803,Entire home/apt,95,30,6,2022-01-31,0.22,6,80,4,
41178346,Classic Victorian 2 bedroom,303118342,Jesse,,Haight Ashbury,37.76855,-122.44275,Entire home/apt,300,30,0,,,21,350,0,
42206227,Downtown SAN FRANCISCO Hotel on Bush Street,85132,Sanford,,Financial District,37.79031,-122.40601,Private room,391,2,0,,,15,363,0,License not needed per OSTR
41179391,Castle in the Sky with Panoramic View!,66773974,Yaya,,Ocean View,37.71522,-122.45227,Entire home/apt,189,3,1,2020-11-29,0.05,1,0,0,pending
41190385,"Rincon Hill 2BR w/ Rooftop, Hot Tub, nr. SV",107434423,Blueground,,Financial District,37.7872571,-122.3963215,Entire home/apt,461,31,0,,,141,28,0,
41209658,546A Cozy Bright Private Room near Bart Bus I-280,219791143,Victor 2,,Excelsior,37.72003,-122.4324,Private room,37,30,2,2021-10-01,0.07,10,153,1,
41276735,BK-Bright Beautiful Room for two in SF (BK),222741453,Eugene,,Ocean View,37.72364,-122.47069,Private room,72,3,40,2022-08-29,1.25,1,142,33,STR-0004692
41784672,"SoMa 2BR w/ Gym, Roofdeck, nr. Muni BART, & Airbnb",107434423,Blueground,,South of Market,37.78014,-122.40384,Entire home/apt,331,31,0,,,141,191,0,
42206528,SAN FRANCISCO (Central) Accommodations,85132,Sanford,,Downtown/Civic Center,37.78939,-122.40806,Private room,391,2,1,2020-02-27,0.03,15,362,0,License not needed per OSTR
41785573,Deluxe Queen Room with Street View and Ensuite Bathroom,309730457,Edwardian Hotel,,South of Market,37.7731,-122.42077,Private room,166,1,101,2022-08-19,6.45,4,343,90,License not needed per OSTR
41292371,Room in Large Flat w/ Huge Deck and City Views,253059,Marie,,Mission,37.76632,-122.40625,Private room,152,30,2,2021-03-21,0.09,3,120,0,City registration pending
41296966,Modern SF Gem: A Sleek Blend of Live + Work + Play,2118004,Christopher,,Excelsior,37.72258,-122.43453,Entire home/apt,179,2,36,2022-09-06,6.84,1,68,36,STR-0004966
41320010,Lace Haven,36992501,Rachel,,Western Addition,37.77434,-122.43039,Private room,94,60,0,,,1,365,0,
41328553,The best old house in the San Francisco :),255455569,Şahin,,Outer Sunset,37.76142,-122.4845,Shared room,45,30,1,2021-08-02,0.07,1,0,0,
42209720,Cozy SF Garden Studio w/Free Parking & Fast WiFi!,19449399,Sam,,Bernal Heights,37.73325,-122.41484,Entire home/apt,172,2,160,2022-08-21,6.15,1,66,71,STR-0005081
41342042,"Private bedroom in SF, 2 minute walk to train stop",8294705,Eric,,Bayview,37.73767,-122.38959,Private room,55,30,2,2022-08-31,0.35,3,60,2,
41350491,Bright/Historic Mission District 1x1 w/ Charm,4430421,Landmark,,Mission,37.75405,-122.42309,Entire home/apt,118,30,3,2022-01-29,0.17,154,270,1,
41393913,Large 1 bedroom suite with sunroom in Cole Valley,48424042,Sai,,Haight Ashbury,37.76191,-122.44917,Private room,156,2,74,2022-08-19,2.35,1,63,34,STR-0004257
41394679,walking distant to dog park/caltrain/Uber Corp,41306812,Takula,,Potrero Hill,37.76001,-122.39056,Private room,155,30,0,,,1,0,0,
41395731,"65B Entire apt-UCSF/Gg park sunny, quiet2-3bd, 2ba",62034618,Ting Ting,,Outer Sunset,37.76466,-122.47935,Entire home/apt,153,30,2,2021-11-05,0.16,20,364,1,
41785575,Economy Double Room with Ensuite Bathroom,309730457,Edwardian Hotel,,South of Market,37.77242,-122.42209,Private room,144,1,14,2022-04-29,0.97,4,344,10,License not needed per OSTR
42221751,San Francisco 1 bedroom condo (Union Square),273383711,Randal,,Downtown/Civic Center,37.7879,-122.41189,Entire home/apt,243,5,8,2022-07-30,0.92,4,140,8,License not needed per OSTR
41785579,Standard Queen Room with Ensuite Bathroom,309730457,Edwardian Hotel,,South of Market,37.77271,-122.42075,Private room,156,1,145,2022-08-20,9.26,4,349,103,License not needed per OSTR
41785581,Standard Twin Room with Private External Bathroom,309730457,Edwardian Hotel,,South of Market,37.77276,-122.42227,Private room,149,1,18,2022-08-07,1.23,4,343,14,License not needed per OSTR
41408506,Bright/Open Mission Studio - Tons of Light!,4430421,Landmark,,Mission,37.76391,-122.4185,Entire home/apt,90,30,0,,,154,180,0,
42225903,San Francisco 1 bedroom condo (Union Square),273383711,Randal,,Downtown/Civic Center,37.78804,-122.41374,Entire home/apt,243,5,2,2022-06-10,0.65,4,140,2,License not needed per OSTR
42585784,Winsomeシ 4BR/2BA Spacious Zen Backyard with Views,20182227,Winson,,Bayview,37.73138,-122.39497,Entire home/apt,370,3,54,2022-09-05,2.34,2,53,37,STR-0005001
41789520,Private room with private bathroom,14765200,Mishi,,Castro/Upper Market,37.76173,-122.43604,Private room,126,2,39,2022-08-23,1.27,1,326,35,STR-0003818
42226307,San Francisco 1 bedroom condo (Union Square),273383711,Randal,,Nob Hill,37.79007,-122.41314,Entire home/apt,243,5,3,2022-08-11,0.54,4,140,3,License not needed per OSTR
41794102,Vintage Home easy commute to downtown & airport,20525600,Eva,,Outer Mission,37.71781,-122.44416,Private room,70,6,16,2022-08-31,0.72,2,266,11,STR-0004866
42592662,Private furnished bedroom in  2bd/2bath condo,2446388,Kira,,Nob Hill,37.79035,-122.42169,Private room,120,31,0,,,1,308,0,
42226441,Classic Corner of San Francisco,218110608,Na,,Russian Hill,37.80485,-122.42161,Entire home/apt,1000,1,5,2022-04-28,0.31,5,32,1,License not needed per OSTR
42603642,Central Richmond District House,149423004,Kevin,,Outer Richmond,37.77627,-122.4915,Entire home/apt,256,1,246,2022-08-28,8.52,1,259,98,STR-0004133
42227073,San Francisco 1 bedroom condo (Union Square),273383711,Randal,,Nob Hill,37.79002,-122.41304,Entire home/apt,243,5,2,2022-07-03,0.67,4,140,2,License not needed per OSTR
41798843,Lovely Mission Dolores Vict Garden Condo (30d min),330254802,RobAudreyAlbertKelly,,Mission,37.76924,-122.42484,Entire home/apt,125,30,1,2020-11-28,0.05,1,191,0,
42270930,Charming and Tranquil Garden Home,3937614,Jacqueline,,Western Addition,37.76953,-122.43587,Entire home/apt,340,356,3,2021-11-01,0.20,1,358,1,
41819493,#aD15 Sunny room for 1-2 near Union Sq/Downtown,267895362,Rocky,,Nob Hill,37.7932,-122.42039,Private room,60,365,0,,,55,365,0,
41824348,Cozy garden apartment in Duboce Triangle,46008084,Shannon,,Castro/Upper Market,37.76782,-122.43371,Entire home/apt,250,7,1,2022-04-04,0.19,2,10,1,STR-0004019
42607046,Red Victorian - Private Eden room for 5,117141107,Zarinah,,Haight Ashbury,37.76878,-122.45093,Shared room,300,1,0,,,43,0,0,License not needed per OSTR
42624438,Donatello Hotel**,52178915,Jim,,Downtown/Civic Center,37.78807,-122.4095,Entire home/apt,151,3,17,2022-08-29,0.96,37,4,12,Exempt
42278240,Remodeled Guest Suite Near Food/Shopping & MUNI,335930199,Sophie,,West of Twin Peaks,37.72674,-122.46278,Entire home/apt,89,1,2,2020-03-10,0.06,1,0,0,STR-0004104
42646014,Designer 2 bedrm Perfect Location-Parking Option,154514692,Channing,,Haight Ashbury,37.77317,-122.43805,Entire home/apt,339,2,38,2022-08-14,2.98,1,3,35,pending
41854828,Spacious cozy 1-bdrm w/ hot tub in charming Bernal,2567627,Josephine,,Bernal Heights,37.74416,-122.40639,Private room,100,30,15,2022-05-29,0.48,1,0,5,City registration pending
42296655,Charming Blue House on the hill.,12745973,Jessica,,Bayview,37.73019,-122.38315,Entire home/apt,105,30,6,2021-08-10,0.20,2,250,0,
41876282,"SoMa 2BR Gym, Roofdeck, nr. Muni & Whole Foods",107434423,Blueground,,South of Market,37.7805576,-122.40425879999998,Entire home/apt,257,31,0,,,141,307,0,
42662089,Very Great Union Square Location-Hotel Style Suite,70722023,Michael,,Downtown/Civic Center,37.78878,-122.40923,Entire home/apt,95,1,13,2022-07-31,0.55,63,9,4,License not needed per OSTR
42307530,"Quiet, Top Fl 2 Bdrm Mission by 24th st BART",14168367,Marc,,Mission,37.75023,-122.41854,Entire home/apt,120,30,2,2022-05-20,0.21,2,179,2,
42693338,Garden View Private Suite at the Park w PARKING!,340098841,Pamela Rose,,Inner Richmond,37.77559,-122.46187,Entire home/apt,160,3,93,2022-09-05,3.56,1,182,42,STR-0004867
42314030,#4 Columbus Ave Montgomery st private 2 bedrooms .,204441,Gary,,Financial District,37.795,-122.40484,Entire home/apt,110,30,3,2022-04-19,0.23,8,364,2,
41880418,Spacious NOPA Two Bedroom Garden Apartment,13136315,Nate,,Western Addition,37.77955,-122.44148,Entire home/apt,115,30,7,2021-11-30,0.23,1,318,1,
42336101,Inn at the Opera - 1BR (2) w/free breakfast,62992635,Kanchan,,Downtown/Civic Center,37.77775,-122.42281,Private room,580,1,0,,,3,0,0,License not needed per OSTR
41883655,Remodeled Downtown Studio w/ a View,4430421,Landmark,,Downtown/Civic Center,37.78431,-122.4147,Entire home/apt,83,30,0,,,154,179,0,
42697594,"SoMa 1BR w/ Gym, W/D, Roofdeck, nr. Muni & BART",107434423,Blueground,,South of Market,37.78014,-122.40384,Entire home/apt,293,31,0,,,141,128,0,
42336333,546C - Cozy Private Master Suite* Private Bathroom,219791143,Victor 2,,Excelsior,37.72174,-122.43262,Private room,42,30,2,2021-08-05,0.07,10,145,0,
41886807,Bright Condo steps from heart of the Mission!,22003595,Sosse,,Mission,37.75559,-122.4084,Entire home/apt,179,30,10,2022-06-12,0.39,1,325,4,
42336611,546B - Charming & Cozy Private Room* Mission Dist,219791143,Victor 2,,Excelsior,37.71995,-122.43422,Private room,37,30,4,2022-09-01,0.13,10,120,2,
41886832,Discount* Golden Gate Park 2-bedroom In-Law.,79715071,Yusuke,,Outer Richmond,37.77843,-122.48539,Entire home/apt,92,30,4,2022-07-13,0.49,17,31,4,
42697619,"SoMa 2BR w/ Gym, Roofdeck, nr Pinterest",107434423,Blueground,,South of Market,37.7805576,-122.40425879999998,Entire home/apt,269,31,1,2020-08-06,0.04,141,277,0,
42340184,Mid Market street @ Bart station,204441,Gary,,South of Market,37.77942,-122.41257,Private room,160,30,0,,,8,365,0,
41890758,Private Team Commuter Suit,42942837,Mubasher,,Bayview,37.72836,-122.39365,Entire home/apt,45,30,0,,,1,180,0,
42353772,Charming Home in Lake Street Corridor,2475480,Arthur,,Outer Richmond,37.78477,-122.48158,Entire home/apt,225,30,4,2022-08-15,0.22,5,292,3,
41911549,Club Wyndham Canterbury at San Francisco 2 Bedroom,194953121,,,Nob Hill,37.78981,-122.41374,Entire home/apt,514,2,0,,,12,0,0,Exempt
42355619,Room in Renovated Flat w/ En-suite Bath and DECK,2238981,Lenza,,Mission,37.76645,-122.40784,Private room,127,30,2,2021-05-01,0.11,1,119,0,
41913203,Bright Downtown Studio w/ a View!,4430421,Landmark,,Downtown/Civic Center,37.78429,-122.41661,Entire home/apt,87,30,0,,,154,160,0,
42364084,Large Sunny Art + Plant Filled 3BD Cozy Home,3967599,Brenden,,Bayview,37.73462,-122.38877,Entire home/apt,300,2,12,2022-08-21,0.40,1,101,8,2022-003634STR
41913755,"Bright, Top Floor Mission Studio 1/2 block to Bart",4430421,Landmark,,Mission,37.766,-122.41692,Entire home/apt,89,30,1,2022-06-13,0.34,154,179,1,
41915866,"2008 Laguna St., San Francisco CA",331580330,Emmanuel,,Western Addition,37.78903,-122.42944,Entire home/apt,140,30,0,,,1,68,0,
42708820,Walk to Union Square - Hotel Style Suite 2 Doubles,70722023,Michael,,Downtown/Civic Center,37.78865,-122.40954,Entire home/apt,90,1,3,2022-03-24,0.26,63,0,3,License not needed per OSTR
42366245,3BR/2BA entire suite,69261219,Yvonne Jia Yu,,Outer Mission,37.71522,-122.44366,Entire home/apt,260,1,27,2022-09-03,5.16,1,328,27,2021-012844STR
41931183,#aF15 Private room for 1-2 near Union Sq/Downtown,267895362,Rocky,,Nob Hill,37.79323,-122.41991,Private room,50,365,1,2021-09-07,0.08,55,365,1,
42387155,Master in the City Center,33920543,Ross,,Western Addition,37.7848,-122.42855,Private room,100,30,0,,,1,365,0,
41931319,#aF15 Private room for 1-2 near Union Sq/Downtown,267895362,Rocky,,Nob Hill,37.79122,-122.42014,Private room,50,365,0,,,55,365,0,
41931392,#aF15 Private room for 1-2 near Union Sq/Downtown,267895362,Rocky,,Nob Hill,37.79136,-122.41985,Private room,50,365,0,,,55,365,0,
42403122,"S. Beach 2BR w/ Pool, Spa, nr. Muni Lightrail",107434423,Blueground,,South of Market,37.78589,-122.38965,Entire home/apt,306,31,0,,,141,0,0,
42403169,"S. Beach 2BR w/ Pool, Spa, nr. AT&T Park",107434423,Blueground,,South of Market,37.78566,-122.38946,Entire home/apt,266,31,0,,,141,270,0,
42414518,❤️ Cozy 2BD/2BA nr Beach/SFSU/Shopping/FoodRelax❤️,25120232,Sharon,,Lakeshore,37.73191,-122.47984,Entire home/apt,299,2,96,2022-09-04,3.53,2,0,48,STR-0004950
41931606,Minimalist Modern 2 Bed and 2 Baths  in Twin Peak,3272580,Peilin,,Twin Peaks,37.7571,-122.44266,Entire home/apt,155,360,1,2020-03-02,0.03,1,365,0,
41932652,"Axiom Hotel, ADA Queen",270080833,Axiom Hotel,,Downtown/Civic Center,37.78599,-122.40927,Private room,219,1,0,,,4,4,0,Exempt
42417490,"Inn at the Opera """"""",52178915,Jim,,Downtown/Civic Center,37.77756,-122.42065,Entire home/apt,149,3,16,2022-07-05,0.52,37,3,15,Exempt
41932702,"Axiom Hotel, Nano Queen",270080833,Axiom Hotel,,Downtown/Civic Center,37.78384,-122.40861,Private room,199,1,15,2022-09-04,0.81,4,17,12,Exempt
42429191,#Q15 Sunny room for 1-2 near Downtown (NobHill),267895362,Rocky,,Nob Hill,37.79302,-122.41848,Private room,60,365,0,,,55,365,0,
41938161,"Private bedroom in SF, 2 minutes walk to train",8294705,Eric,,Bayview,37.73649,-122.38951,Private room,75,30,1,2022-06-30,0.43,3,90,1,
42717671,Private Lofted Suite In The Heart of San Francisco,4656446,Air Concierge,,Western Addition,37.770782470703125,-122.43661499023438,Private room,195,2,28,2022-08-21,1.03,6,0,19,STR-0001663
42429868,#aQ15 Sunny room for 1-2 near Downtown (NobHill),267895362,Rocky,,Nob Hill,37.792,-122.41868,Private room,60,365,0,,,55,365,0,
41940743,"Contemporary, smart, secure home with City views",197365826,Mariana,,Castro/Upper Market,37.75908,-122.44428,Entire home/apt,129,31,7,2022-06-30,0.26,1,185,5,
42433950,*New* Private Room in Mission District,3078020,Anil,,Mission,37.75934,-122.40814,Private room,127,3,55,2022-08-23,1.82,3,43,42,STR-0004251
42434687,Quintessential San Francisco Apartment,12703126,Jeff,,Russian Hill,37.80652,-122.41933,Entire home/apt,125,30,1,2022-08-14,1,6,85,1,
41941670,Light Filled Garden Guest Suite,11298613,Leslie,,West of Twin Peaks,37.73594,-122.44841,Entire home/apt,199,3,58,2022-08-29,1.88,1,103,40,STR-0000307
42720400,Heart of Noe Valley - Modern Victorian 2 Bedroom,79711096,Patricia,,Noe Valley,37.751629,-122.432159,Entire home/apt,170,30,5,2022-03-11,0.20,1,202,1,
42434867,Duboce Studio,91333416,Jan,,Haight Ashbury,37.76979,-122.43725,Entire home/apt,90,30,0,,,26,102,0,
42732035,"SoMa 2BR w/ Pool, Spa, nr. Moscone Center",107434423,Blueground,,South of Market,37.7833091,-122.3976015,Entire home/apt,327,31,0,,,141,0,0,
41961599,"Hotel Drisco, Classic Guestroom, One King Bed",291825159,Hotel Drisco,,Pacific Heights,37.79213,-122.4433,Private room,459,1,1,2021-01-01,0.05,2,63,0,Exempt
42448700,"Mission Bay 2BR w/ Gym, BBQ, nr. Muni Lightrail",107434423,Blueground,,South of Market,37.772587,-122.393081,Entire home/apt,426,31,0,,,141,181,0,
41961843,"Hotel Drisco, City View Suite, One King Bed",291825159,Hotel Drisco,,Pacific Heights,37.79137,-122.44239,Private room,759,1,0,,,2,88,0,Exempt
42456584,Hotel Zetta Superior King,303947269,Hotel Zetta,,South of Market,37.78388,-122.40805,Private room,215,1,1,2021-06-22,0.07,5,36,0,Exempt
42737862,nice place fill like home,28051244,Ilan,,Downtown/Civic Center,37.7831,-122.4146,Private room,75,31,0,,,1,0,0,
42458125,"Mission All: Entire Flat, Backyard & Bar Shed",304328524,Ryan,,Mission,37.75745,-122.4213,Entire home/apt,166,30,4,2022-05-31,0.30,3,310,3,
42738208,#5 Contemporary private bedroom in villa,48484514,Ye,,Parkside,37.74225,-122.47429,Private room,99,1,59,2022-08-15,2.33,3,65,41,STR-0004553
41962430,BRAND NEW - ENTIRE FLOOR w/Ocean Beach view!,331406546,Ada,,Inner Sunset,37.75325,-122.47251,Entire home/apt,158,1,75,2022-08-24,2.40,1,94,30,STR-0004921
42484367,Upscale Private Ensuite Bed & Bath in Nob Hill,27368404,Eddie,,Nob Hill,37.79523,-122.41202,Private room,102,30,2,2021-12-14,0.19,4,259,2,
